,disco_35_0,disco_35_1,disco_35_2,ssim_35_0,ssim_35_1,ssim_35_2,pearson_35_0,pearson_35_1,pearson_35_2,psnr_35_0,psnr_35_1,psnr_35_2,hicrep_34_0,hicrep_34_1,hicrep_34_2
0,0.8804,0.8459,0.86096,0.91868,0.87964,0.82756,0.95267,0.91681,0.90541,31.72099,33.01319,31.462,0.67748,0.58338,0.58759
1,0.88019,0.85071,0.86726,0.92336,0.88354,0.84064,0.9543,0.92355,0.9121,31.96656,32.96848,31.81223,0.7062,0.62008,0.65059
2,0.88359,0.86856,0.86637,0.92675,0.89344,0.81238,0.95549,0.92454,0.9084,32.36754,34.00867,30.54954,0.75176,0.67822,0.66846
3,0.88305,0.84011,0.85005,0.92598,0.87164,0.86805,0.95584,0.92531,0.92281,32.17171,31.87487,32.6384,0.73285,0.58641,0.63351
4,0.88674,0.8717,0.8705,0.92861,0.89516,0.83087,0.95627,0.92581,0.91275,32.59597,34.24641,31.46771,0.76937,0.70035,0.66591
5,0.88699,0.87594,0.87307,0.92904,0.89536,0.85444,0.95689,0.92611,0.91924,32.59221,34.25033,32.24442,0.76876,0.70915,0.67355
6,0.88735,0.84415,0.8561,0.9294,0.87255,0.87096,0.95674,0.92648,0.92452,32.63309,31.84722,32.62526,0.77072,0.61482,0.64404
7,0.88492,0.87481,0.87337,0.92851,0.8979,0.88038,0.95627,0.92796,0.92697,32.41414,34.19216,33.22413,0.76554,0.70678,0.66479
8,0.88829,0.87589,0.87485,0.93003,0.8979,0.86769,0.95716,0.92677,0.92354,32.73605,34.46405,32.83708,0.78172,0.72494,0.68693
9,0.88884,0.87857,0.87624,0.93078,0.89789,0.88039,0.95726,0.92695,0.92754,32.81204,34.52553,33.37433,0.78716,0.73131,0.69103
10,0.88839,0.87958,0.87744,0.93141,0.89881,0.87734,0.95748,0.92778,0.92701,32.80591,34.53259,33.21656,0.79134,0.73574,0.69634
11,0.89108,0.87755,0.87703,0.93222,0.9009,0.8664,0.95845,0.92907,0.92512,32.92073,34.50383,32.65413,0.79282,0.7335,0.68572
12,0.89126,0.88008,0.87884,0.93073,0.89611,0.87085,0.95875,0.92716,0.92646,32.81763,34.46812,32.9063,0.7962,0.73779,0.70264
13,0.89166,0.8809,0.87934,0.9321,0.89998,0.87619,0.9589,0.92871,0.92806,32.90788,34.60261,33.12771,0.79504,0.73783,0.7044
14,0.89049,0.88127,0.87848,0.93328,0.90277,0.88659,0.95821,0.93013,0.93034,32.90926,34.69185,33.59675,0.79825,0.74518,0.70149
15,0.89131,0.88207,0.87944,0.93289,0.90263,0.87519,0.95893,0.92989,0.92789,32.90227,34.71122,33.05827,0.79448,0.74654,0.6982
16,0.89133,0.88217,0.87907,0.93372,0.90335,0.88462,0.95893,0.9305,0.92994,32.9518,34.73999,33.55186,0.7953,0.74775,0.71028
17,0.89209,0.8822,0.87934,0.93359,0.90233,0.88009,0.95926,0.93045,0.92945,32.98641,34.70559,33.30284,0.79929,0.74357,0.70124
18,0.89215,0.88233,0.88031,0.93373,0.90282,0.88403,0.95935,0.93053,0.93034,32.95719,34.72261,33.47755,0.79862,0.74351,0.70947
19,0.89203,0.88278,0.8807,0.93324,0.90158,0.88022,0.95955,0.93024,0.92953,32.94508,34.68171,33.29161,0.79798,0.74657,0.71245
20,0.89314,0.88256,0.88044,0.93351,0.90255,0.87535,0.96021,0.93061,0.92904,32.97329,34.71932,33.02834,0.79921,0.74807,0.70866
21,0.89292,0.88295,0.88002,0.93427,0.90131,0.8829,0.96007,0.93061,0.93047,33.06971,34.73066,33.44285,0.80861,0.75185,0.7119
22,0.89318,0.88363,0.88146,0.93388,0.90287,0.87398,0.96021,0.93128,0.92889,32.99541,34.69469,32.96295,0.80427,0.74741,0.70447
23,0.89228,0.8834,0.88105,0.93486,0.90477,0.88508,0.95958,0.93239,0.93114,32.99192,34.68737,33.50917,0.79783,0.73586,0.70663
24,0.89297,0.88382,0.88075,0.93459,0.90355,0.88076,0.96044,0.9321,0.93059,33.02021,34.75189,33.29116,0.80236,0.73962,0.70741
25,0.89374,0.88431,0.88072,0.9352,0.905,0.88429,0.96025,0.93236,0.93095,33.04047,34.78519,33.4876,0.80891,0.7471,0.70793
26,0.89223,0.8831,0.88119,0.93491,0.90597,0.88568,0.95976,0.93281,0.93141,32.94344,34.72441,33.56129,0.80215,0.73904,0.70692
27,0.89384,0.88587,0.88231,0.93536,0.90525,0.88801,0.96042,0.93293,0.93279,33.04188,34.82384,33.63483,0.80778,0.74908,0.70904
28,0.89415,0.88542,0.8822,0.93597,0.9054,0.88066,0.96049,0.93235,0.93049,33.10424,34.81906,33.30851,0.80608,0.75196,0.71962
29,0.89385,0.88543,0.88131,0.9355,0.90558,0.88046,0.96062,0.93283,0.93045,33.05886,34.84882,33.26962,0.80908,0.74867,0.70753
30,0.89435,0.88518,0.88164,0.93637,0.90598,0.88713,0.96027,0.93274,0.93219,33.14483,34.89302,33.60767,0.81316,0.75403,0.70564
31,0.89379,0.88669,0.88254,0.93597,0.90697,0.89008,0.96029,0.93353,0.93329,33.04996,34.87032,33.73902,0.8089,0.75735,0.71281
32,0.89364,0.88494,0.88142,0.93542,0.9053,0.89041,0.95985,0.93262,0.93321,33.00936,34.80917,33.73869,0.80284,0.7446,0.70929
33,0.89447,0.88565,0.88112,0.93589,0.90594,0.8886,0.96032,0.93309,0.93248,33.0764,34.85051,33.67671,0.80731,0.75324,0.70905
34,0.89442,0.88526,0.88102,0.9358,0.90338,0.88198,0.96046,0.93159,0.93097,33.12402,34.79439,33.34293,0.81657,0.76006,0.70576
35,0.89548,0.88635,0.8821,0.93582,0.90263,0.87894,0.96108,0.93153,0.93104,33.06896,34.74289,33.14862,0.81056,0.75823,0.7076
36,0.89408,0.88559,0.88149,0.93522,0.9051,0.88364,0.96087,0.93263,0.9316,33.0174,34.81718,33.40092,0.80104,0.74254,0.70621
37,0.89527,0.88564,0.88153,0.93639,0.90345,0.88746,0.96076,0.93239,0.93294,33.08577,34.761,33.59653,0.81395,0.75204,0.7127
38,0.8946,0.88651,0.88233,0.93636,0.90595,0.88994,0.96063,0.93319,0.93321,33.09182,34.85779,33.69816,0.81137,0.75568,0.71465
39,0.89549,0.88531,0.88155,0.9364,0.90622,0.89074,0.96112,0.93309,0.93348,33.12373,34.90971,33.75597,0.81173,0.75447,0.71346
40,0.89478,0.8855,0.88166,0.93625,0.90592,0.89099,0.96109,0.93328,0.93387,33.05819,34.81108,33.74659,0.80694,0.74623,0.71127
41,0.89563,0.8858,0.88242,0.93687,0.90577,0.8849,0.96076,0.93294,0.93198,33.14499,34.83644,33.44073,0.82081,0.75252,0.70907
42,0.89508,0.88595,0.88142,0.93648,0.90635,0.88876,0.96093,0.93343,0.93346,33.07046,34.85684,33.59098,0.8155,0.75565,0.70729
43,0.89446,0.88537,0.88179,0.93625,0.90665,0.89124,0.96037,0.93325,0.93359,33.06079,34.85929,33.76703,0.81501,0.75068,0.72489
44,0.89467,0.88606,0.8825,0.93663,0.90853,0.89351,0.96045,0.93417,0.93429,33.07777,34.88834,33.81567,0.8118,0.75007,0.7167
45,0.89519,0.8866,0.88309,0.93679,0.90673,0.89188,0.96054,0.93336,0.9339,33.10273,34.88601,33.77406,0.81541,0.7511,0.71497
46,0.8948,0.88557,0.88174,0.93642,0.90709,0.89109,0.96077,0.93422,0.93415,33.05074,34.87682,33.74322,0.81056,0.74416,0.70494
47,0.89488,0.88582,0.88142,0.93613,0.90544,0.8884,0.96033,0.93275,0.93235,33.07344,34.81747,33.59952,0.81277,0.74947,0.70866
48,0.89471,0.88616,0.88095,0.93658,0.9066,0.8884,0.96038,0.93361,0.93252,33.05416,34.85498,33.62351,0.81255,0.74814,0.69995
49,0.89462,0.88605,0.88164,0.93592,0.90648,0.89046,0.96063,0.93362,0.93389,33.0727,34.87037,33.71854,0.80815,0.74475,0.7091
50,0.89465,0.88519,0.8808,0.93611,0.90668,0.8882,0.96062,0.93325,0.93268,33.07716,34.88076,33.62835,0.81388,0.74957,0.70407
51,0.89467,0.88544,0.88142,0.93652,0.90691,0.88896,0.96079,0.93341,0.93321,33.08659,34.8686,33.64037,0.81256,0.7507,0.70433
52,0.89559,0.88648,0.88232,0.93675,0.90629,0.88995,0.96076,0.93317,0.93315,33.15578,34.89813,33.68625,0.82135,0.76109,0.72088
53,0.89483,0.88589,0.88151,0.93647,0.90736,0.89229,0.96063,0.93401,0.93391,33.07214,34.87301,33.76082,0.81512,0.74495,0.70601
54,0.89454,0.88637,0.88178,0.93651,0.90695,0.88682,0.96065,0.93334,0.93231,33.05273,34.85631,33.51561,0.8147,0.75331,0.7135
55,0.89555,0.88624,0.88101,0.93715,0.90688,0.88942,0.96099,0.93355,0.93328,33.14787,34.89524,33.60602,0.82375,0.76458,0.70484
56,0.89516,0.88663,0.88166,0.93722,0.90783,0.89065,0.9608,0.93415,0.9337,33.13413,34.9226,33.7184,0.81972,0.7557,0.7106
57,0.89427,0.8855,0.8807,0.93652,0.9065,0.88751,0.96047,0.93348,0.93247,33.06339,34.83576,33.58079,0.81238,0.74206,0.69842
58,0.89482,0.88616,0.88168,0.93694,0.90805,0.89183,0.96083,0.93455,0.9339,33.07535,34.89991,33.75393,0.81392,0.74788,0.70553
59,0.89455,0.88473,0.88026,0.93645,0.90634,0.8871,0.96098,0.93329,0.93273,33.05607,34.81708,33.50068,0.81133,0.74377,0.69321
60,0.89477,0.88606,0.88248,0.93719,0.90723,0.89322,0.96055,0.93391,0.93425,33.10582,34.8978,33.84728,0.81896,0.7566,0.71997
61,0.89532,0.88568,0.88159,0.9362,0.90629,0.88752,0.96092,0.9332,0.93265,33.07751,34.86346,33.57974,0.81352,0.74692,0.70708
62,0.89431,0.88515,0.88158,0.93675,0.90748,0.88938,0.96075,0.93377,0.93312,33.08532,34.8829,33.61255,0.81834,0.7525,0.70322
63,0.89553,0.88569,0.88269,0.93713,0.90689,0.89131,0.96089,0.93391,0.93399,33.10106,34.87593,33.72232,0.81863,0.75812,0.71457
64,0.89506,0.88603,0.88083,0.93687,0.9069,0.8898,0.96073,0.93375,0.93317,33.06487,34.86324,33.66304,0.81658,0.75609,0.70505
65,0.89537,0.88592,0.88154,0.93667,0.90651,0.88864,0.96089,0.93349,0.9326,33.081,34.8026,33.62635,0.81723,0.74983,0.71088
66,0.89479,0.88521,0.88091,0.93715,0.90774,0.89346,0.96073,0.93447,0.93417,33.07355,34.88296,33.87641,0.81407,0.74508,0.70877
67,0.89478,0.88557,0.88081,0.93687,0.90723,0.89148,0.96072,0.93425,0.93384,33.08017,34.85551,33.72916,0.81446,0.74817,0.70419
68,0.89581,0.8872,0.88133,0.93662,0.90562,0.88788,0.96087,0.93352,0.93279,33.11335,34.82516,33.58206,0.82025,0.76011,0.71091
69,0.89556,0.88633,0.88181,0.9366,0.90536,0.88636,0.96112,0.93299,0.93235,33.07432,34.7988,33.50863,0.81933,0.75731,0.71302
70,0.89558,0.88682,0.88234,0.93726,0.90771,0.89216,0.96077,0.93409,0.93388,33.14129,34.91132,33.7697,0.82036,0.76065,0.71774
71,0.89534,0.88707,0.88263,0.93669,0.90715,0.88929,0.96078,0.93383,0.93311,33.05064,34.86767,33.62705,0.8141,0.75309,0.70597
72,0.89498,0.88657,0.88197,0.93665,0.90708,0.89005,0.96068,0.93341,0.93307,33.06596,34.83933,33.63689,0.81488,0.75825,0.71752
73,0.89419,0.88634,0.88117,0.93672,0.9073,0.89035,0.9607,0.93388,0.93321,33.0567,34.88303,33.6755,0.81553,0.75728,0.70668
74,0.89477,0.88663,0.88224,0.93689,0.90864,0.89461,0.96037,0.93431,0.93405,33.06736,34.88044,33.86086,0.81557,0.75055,0.70681
75,0.89481,0.88653,0.88116,0.9366,0.9066,0.88708,0.96094,0.93328,0.93208,33.07995,34.86378,33.52562,0.8156,0.75494,0.70963
76,0.89461,0.88581,0.88117,0.93709,0.90701,0.89016,0.96114,0.93387,0.93314,33.09835,34.85931,33.67441,0.81342,0.75233,0.70785
77,0.89453,0.88733,0.88174,0.93688,0.90624,0.88573,0.96102,0.93333,0.93225,33.10905,34.86329,33.4637,0.81685,0.75589,0.71015
78,0.89382,0.88621,0.88136,0.93652,0.90795,0.89248,0.96059,0.93417,0.93375,33.03021,34.86936,33.75689,0.80932,0.74629,0.70076
79,0.89496,0.88661,0.8813,0.93679,0.90701,0.8894,0.96101,0.93366,0.93307,33.11399,34.90978,33.62987,0.81206,0.75473,0.70592
80,0.89423,0.88655,0.88191,0.93704,0.90815,0.89286,0.9609,0.93473,0.93435,33.07435,34.86246,33.75952,0.81309,0.75363,0.71207
81,0.89439,0.8857,0.88167,0.93629,0.90577,0.88673,0.96095,0.93317,0.93272,33.04661,34.82643,33.48997,0.81301,0.75349,0.70519
82,0.89466,0.88695,0.88188,0.93693,0.90826,0.8918,0.9607,0.93427,0.93366,33.05747,34.90292,33.73498,0.81339,0.75899,0.70883
83,0.89485,0.88524,0.88094,0.93649,0.90602,0.89017,0.9607,0.93356,0.93351,33.06119,34.82785,33.63686,0.81402,0.75311,0.7011
84,0.89372,0.88478,0.88085,0.93701,0.90787,0.89271,0.96081,0.9341,0.93387,33.05359,34.87189,33.78288,0.81622,0.75159,0.70322
85,0.89383,0.88439,0.87916,0.93698,0.90827,0.89069,0.96109,0.9346,0.93374,33.08255,34.92116,33.65972,0.81514,0.75538,0.70028
86,0.89538,0.88537,0.88095,0.9369,0.90576,0.88729,0.96096,0.93324,0.93278,33.11808,34.80947,33.50544,0.81917,0.75236,0.69554
87,0.89471,0.88663,0.88203,0.93676,0.90752,0.88948,0.96086,0.9341,0.93331,33.07449,34.86462,33.60753,0.81434,0.7535,0.70919
88,0.89415,0.88683,0.88195,0.93729,0.90837,0.8923,0.9608,0.93452,0.93378,33.09621,34.90131,33.72184,0.82022,0.75475,0.70326
89,0.89469,0.88627,0.88232,0.93702,0.90744,0.8905,0.9608,0.93415,0.93364,33.04153,34.86506,33.67438,0.81579,0.74575,0.71021
90,0.89549,0.88658,0.88225,0.93727,0.90712,0.89111,0.96103,0.93378,0.93364,33.11912,34.84568,33.68312,0.8169,0.74876,0.69948
91,0.89511,0.88617,0.88155,0.93733,0.90757,0.89139,0.96093,0.93417,0.93396,33.07605,34.86571,33.70119,0.81926,0.7542,0.70239
92,0.89614,0.88692,0.88199,0.93718,0.90727,0.88825,0.96139,0.9343,0.93339,33.106,34.90533,33.56213,0.81927,0.75384,0.70755
93,0.8946,0.8865,0.88107,0.93739,0.90857,0.89173,0.96103,0.93467,0.93407,33.1078,34.90601,33.72326,0.82099,0.76055,0.7142
94,0.89547,0.88696,0.88136,0.93721,0.90712,0.88785,0.96115,0.93423,0.9332,33.11202,34.86861,33.5273,0.82303,0.75997,0.70495
95,0.89486,0.88623,0.88068,0.93693,0.90709,0.89089,0.96114,0.93429,0.93431,33.07158,34.84852,33.64948,0.82035,0.7563,0.70311
96,0.89523,0.88699,0.88218,0.93757,0.90832,0.8924,0.96097,0.93486,0.93442,33.14226,34.90268,33.77364,0.82086,0.75558,0.71062
97,0.89529,0.88808,0.88301,0.93722,0.90847,0.88995,0.96102,0.93441,0.93355,33.09645,34.92379,33.63415,0.81398,0.7613,0.70622
98,0.89407,0.8857,0.88159,0.9373,0.9075,0.89152,0.96137,0.93413,0.93439,33.10525,34.87536,33.67535,0.8143,0.7517,0.70433
99,0.89504,0.88643,0.88154,0.93729,0.90801,0.8906,0.96105,0.93431,0.93391,33.1021,34.92042,33.64329,0.82092,0.7561,0.69666
100,0.89507,0.88648,0.88177,0.93772,0.90861,0.89239,0.96109,0.93456,0.93402,33.12342,34.8905,33.75266,0.82035,0.75632,0.70817
101,0.89498,0.88648,0.88101,0.93749,0.90801,0.89022,0.96089,0.9347,0.93377,33.11929,34.91681,33.64293,0.82053,0.75119,0.70246
102,0.89502,0.88519,0.88105,0.93721,0.90666,0.88994,0.96105,0.93362,0.93377,33.10932,34.84466,33.63195,0.81874,0.75572,0.70286
103,0.8939,0.88694,0.88198,0.9374,0.90873,0.89266,0.96081,0.93481,0.93383,33.09521,34.90128,33.78557,0.81848,0.74773,0.70577
104,0.89468,0.88675,0.88137,0.93713,0.90683,0.88996,0.96079,0.9337,0.93323,33.11168,34.86337,33.62713,0.82362,0.75858,0.70434
105,0.89502,0.88595,0.88091,0.93731,0.9075,0.89034,0.961,0.93432,0.93385,33.06914,34.8548,33.65306,0.81468,0.75,0.69633
106,0.89447,0.88563,0.88162,0.93732,0.90787,0.89223,0.96087,0.93503,0.93485,33.06951,34.87269,33.73544,0.81747,0.74696,0.69841
107,0.89457,0.88566,0.88142,0.93702,0.90653,0.88891,0.96082,0.93362,0.93343,33.10169,34.84203,33.60729,0.82233,0.75702,0.71677
108,0.89523,0.88645,0.88123,0.93736,0.90785,0.88973,0.9612,0.93439,0.93361,33.11695,34.91401,33.62354,0.81942,0.75492,0.70214
109,0.89474,0.88618,0.8811,0.93733,0.90775,0.89059,0.96087,0.93427,0.93341,33.1095,34.91388,33.65843,0.8219,0.75569,0.69704
110,0.89447,0.88644,0.88188,0.93742,0.90883,0.89315,0.96095,0.93484,0.93441,33.11856,34.92918,33.75655,0.81649,0.74876,0.69931
111,0.89518,0.88641,0.88069,0.93717,0.90714,0.8882,0.96116,0.93415,0.93308,33.09914,34.88194,33.55564,0.81909,0.7486,0.70448
112,0.89466,0.88501,0.88145,0.93721,0.90766,0.89204,0.96092,0.93418,0.9343,33.07211,34.85572,33.71828,0.81433,0.75013,0.70858
113,0.89456,0.88632,0.88232,0.93748,0.90852,0.89189,0.96105,0.93476,0.93424,33.10352,34.89519,33.71441,0.82024,0.75422,0.70888
114,0.89506,0.88717,0.88244,0.93751,0.90827,0.89267,0.96116,0.9346,0.93425,33.10523,34.90933,33.7476,0.81897,0.75399,0.70805
115,0.89564,0.88626,0.88168,0.93777,0.90816,0.89145,0.96124,0.93484,0.93457,33.13829,34.90137,33.68165,0.82395,0.75684,0.71073
116,0.8955,0.88718,0.88281,0.93741,0.9084,0.89255,0.9609,0.93478,0.93453,33.12327,34.93688,33.76279,0.82096,0.75229,0.70844
117,0.89443,0.88623,0.88209,0.93714,0.90829,0.89112,0.96115,0.9345,0.93366,33.0888,34.8875,33.68322,0.81842,0.75283,0.71569
118,0.89484,0.88636,0.88213,0.93732,0.90824,0.8907,0.9609,0.93447,0.93383,33.07398,34.87008,33.67473,0.81722,0.75017,0.70687
119,0.89535,0.88685,0.88192,0.93739,0.90797,0.89196,0.96109,0.93459,0.93383,33.08994,34.86485,33.68034,0.81884,0.74868,0.69999
120,0.89587,0.88682,0.8823,0.9375,0.9087,0.89138,0.96135,0.93515,0.93421,33.10409,34.91746,33.6746,0.81774,0.75217,0.71022
121,0.89524,0.88635,0.88183,0.93728,0.90804,0.89212,0.96111,0.93447,0.93419,33.09701,34.89542,33.74682,0.81326,0.74778,0.71219
122,0.89534,0.88675,0.8828,0.93746,0.90769,0.89121,0.9614,0.93423,0.93397,33.13421,34.89247,33.66,0.8233,0.76033,0.72358
123,0.8945,0.8864,0.88161,0.93734,0.90821,0.89039,0.96105,0.93451,0.93347,33.08892,34.89998,33.6473,0.81777,0.75506,0.71049
124,0.89564,0.88772,0.88332,0.93726,0.90838,0.89037,0.96125,0.9347,0.9338,33.11109,34.92077,33.64502,0.82442,0.75894,0.72071
125,0.89547,0.88631,0.88111,0.93741,0.90764,0.89046,0.96113,0.93426,0.9337,33.10492,34.8867,33.66493,0.8195,0.75205,0.70858
126,0.89508,0.88666,0.88216,0.93752,0.90877,0.89465,0.96068,0.93491,0.93467,33.09541,34.8713,33.84608,0.82024,0.75223,0.71116
127,0.89514,0.88726,0.8828,0.93736,0.90838,0.89044,0.96117,0.93436,0.93373,33.1097,34.92636,33.66805,0.81986,0.75819,0.71042
128,0.89515,0.8855,0.88182,0.93713,0.90747,0.89196,0.96099,0.93403,0.93414,33.09828,34.86111,33.69178,0.8146,0.74243,0.69895
129,0.89517,0.88646,0.88237,0.93738,0.90832,0.89128,0.96097,0.93449,0.9338,33.08981,34.86584,33.66436,0.82093,0.75719,0.70979
130,0.89507,0.88649,0.88205,0.9374,0.90868,0.89202,0.9607,0.93471,0.93394,33.09247,34.88361,33.71851,0.82068,0.75132,0.70369
131,0.89414,0.88529,0.88111,0.9373,0.90804,0.89047,0.96098,0.93441,0.93391,33.0869,34.90033,33.63519,0.82085,0.7556,0.70591
132,0.89477,0.88561,0.88117,0.93704,0.90731,0.88901,0.96081,0.93391,0.93351,33.06424,34.85106,33.55888,0.81535,0.74548,0.70443
133,0.89483,0.88731,0.88217,0.93757,0.90857,0.89296,0.96082,0.93485,0.93454,33.12731,34.90594,33.76257,0.81972,0.75064,0.7043
134,0.89565,0.88616,0.8812,0.93774,0.90866,0.89195,0.96091,0.93482,0.9343,33.12709,34.91058,33.71229,0.82107,0.75281,0.70371
135,0.89566,0.8865,0.8824,0.93728,0.90827,0.89192,0.96099,0.93454,0.93431,33.09901,34.89751,33.71996,0.82113,0.75534,0.71179
136,0.89491,0.88664,0.8821,0.93744,0.90858,0.89282,0.96097,0.93484,0.93421,33.08813,34.90213,33.72365,0.81863,0.75249,0.70423
137,0.89572,0.88655,0.88182,0.93752,0.9091,0.89187,0.96108,0.93501,0.93429,33.10351,34.9129,33.70877,0.81988,0.75735,0.71005
138,0.89492,0.88617,0.88148,0.93722,0.9082,0.89152,0.96093,0.93455,0.9341,33.08832,34.8731,33.69888,0.81854,0.74568,0.70706
139,0.8944,0.88707,0.88184,0.9374,0.90828,0.89023,0.961,0.93479,0.93416,33.10612,34.90313,33.64365,0.81857,0.75066,0.70437
140,0.89441,0.88611,0.88157,0.93712,0.90788,0.89024,0.96096,0.93434,0.93367,33.08887,34.87698,33.63568,0.81748,0.74752,0.70703
141,0.89564,0.88697,0.88168,0.9377,0.90863,0.89194,0.96104,0.93459,0.93435,33.12637,34.92934,33.69738,0.82473,0.759,0.70317
142,0.89423,0.88615,0.88123,0.93739,0.90822,0.89185,0.96074,0.93441,0.93403,33.10704,34.93268,33.72492,0.81755,0.75067,0.70563
143,0.89456,0.88613,0.88114,0.93716,0.90837,0.8904,0.961,0.93473,0.93416,33.08253,34.8833,33.59932,0.81652,0.7487,0.70114
144,0.89565,0.88564,0.88031,0.93755,0.90817,0.89217,0.96106,0.93479,0.93441,33.14249,34.93052,33.74591,0.82499,0.75871,0.71573
145,0.89496,0.88614,0.88168,0.93724,0.90729,0.89049,0.96106,0.93417,0.93388,33.09076,34.87053,33.64893,0.8188,0.75198,0.71332
146,0.89535,0.88675,0.88115,0.93749,0.90839,0.89085,0.96102,0.93485,0.93406,33.10683,34.91025,33.64279,0.82328,0.75821,0.71377
147,0.89475,0.88632,0.88197,0.93753,0.90845,0.89272,0.96116,0.93474,0.935,33.10517,34.91322,33.71965,0.81543,0.75082,0.71096
148,0.89537,0.88756,0.88287,0.93764,0.90849,0.89272,0.96103,0.93512,0.93515,33.11726,34.89621,33.73354,0.82114,0.75462,0.71156
